1.503413650576387983e+00 9.284404037636446727e-01 8.945507474886997892e-03 2.415881634392932042e+01 5.336655425611441794e-02
2.030943900891582832e+00 9.160141230389282629e-01 5.973951292469193743e-03 4.164243437826652183e+01 7.313767284419644965e-02
1.987569878034461945e+00 1.415240548323164038e+00 1.245807221612016923e-02 5.077019313934079747e+01 5.746768058967542669e-02
1.955564965208185013e+00 1.177169717076989031e+00 6.211855754877804864e-03 3.837010224250897750e+01 5.939411765556019268e-02
1.759198446496758939e+00 9.281204125053748033e-01 1.366475013597275023e-02 2.690803470009742071e+01 3.090838611314524961e-02
1.484276333607249088e+00 1.359274292756414093e+00 1.053643234468418927e-02 2.897055238390898069e+01 5.060180133154092152e-02
2.233670633469754918e+00 1.471410030684362935e+00 7.234369598018126381e-03 4.503927412282274645e+01 4.944725579290092793e-02
1.428606357151593009e+00 1.284082698127845923e+00 5.487285412220275875e-03 2.502951667593674046e+01 6.580299801179220753e-02
1.584404832519058948e+00 8.556282031551527556e-01 9.081547942913952357e-03 6.071660491096420742e+01 5.253721868733868261e-02
1.665511563840718967e+00 9.918394314032961123e-01 1.087517920642364078e-02 6.028050641753254979e+01 6.229219733409058213e-02
2.863589409554171183e+00 1.255389709316222957e+00 9.960166120218969660e-03 4.864401255890496856e+01 4.319811920452439752e-02
1.751726018697963960e+00 7.077653921308078022e-01 1.390278611744116995e-02 3.635453490440129087e+01 4.749813266132540263e-02
2.956181977270652794e+00 1.409804606773247926e+00 8.162740827335819571e-03 2.443993926915113946e+01 3.470715423114849318e-02
2.435090502072207119e+00 6.055404255184548834e-01 6.568917239827600993e-03 4.187841586449842879e+01 4.237612680630597345e-02
1.957878853552863951e+00 8.141434762931620828e-01 1.289155259415152022e-02 3.695558858164488214e+01 7.266515645287842384e-02
2.347069351811263971e+00 1.295275078070716956e+00 1.305103955164261045e-02 5.319801662523916264e+01 7.119560484205830764e-02
2.977868171483100124e+00 7.380003962361583181e-01 1.181578481753605032e-02 4.591778150180928719e+01 2.838251865791295916e-02
1.211212042887044982e+00 1.162750757877589969e+00 5.254635305644778272e-03 4.386573977981593231e+01 6.357201644899249104e-02
2.542479033201658023e+00 1.303406483834113949e+00 1.276650562875238960e-02 5.231025166838629303e+01 5.405996193693712870e-02
2.394205387347823066e+00 1.326073735163660006e+00 5.038185814540415731e-03 5.327908967775326232e+01 5.113299445171933660e-02
1.885266955853629023e+00 1.017194753583229971e+00 1.382588074193171965e-02 4.651621053757539670e+01 6.533320059802233404e-02
2.883468133061314997e+00 1.086663859564193979e+00 1.330611379849487921e-02 4.312252124958016708e+01 5.612675050146326283e-02
1.509732001415629021e+00 1.334926239405543003e+00 8.215682958443671843e-03 5.341583352503992899e+01 3.492528115890401741e-02
2.985522573154109072e+00 1.140576246213206968e+00 1.487028913843001926e-02 4.348804081660990306e+01 3.720394306993987654e-02
2.094219818530469013e+00 6.976409341577631817e-01 8.027094891125428899e-03 3.762438189075532335e+01 3.574678891507986761e-02
1.676030525936796911e+00 1.182830230453445042e+00 1.082861360829484067e-02 4.499831815153140724e+01 6.963355778720006772e-02
2.377984094231210932e+00 6.153534096555797195e-01 7.797892225468087621e-03 5.281864108583945949e+01 6.879017884080546041e-02
2.109609557816904069e+00 5.991357952810989485e-01 1.266824058275787049e-02 2.580520478813417995e+01 4.874580644050464928e-02
1.179216787286996082e+00 1.489484251680829097e+00 5.345857097012548034e-03 3.109410949285870984e+01 3.655826359889188804e-02
1.526554227822237930e+00 9.657461057571377072e-01 8.506556021246497803e-03 3.923205611852233687e+01 6.415778840766031554e-02
2.978281446432617940e+00 5.162012026714137836e-01 9.159955297607814267e-03 3.823273846039524670e+01 6.711554413538543817e-02
2.992454213984878209e+00 9.945634351238659132e-01 1.348381767099647056e-02 4.153867216501370763e+01 5.982094324188032969e-02
2.755655005483128139e+00 6.489760211220938491e-01 1.420065214743655019e-02 2.819051014660907839e+01 7.219604541817904730e-02
1.905382285558333999e+00 7.441473898521462349e-01 1.071948730517291969e-02 5.173681580540453240e+01 6.298519579963032800e-02
1.643835483176018020e+00 1.113227739129881044e+00 1.169813565500089914e-02 3.778610175806849014e+01 6.223928150180334934e-02
2.834604770485674052e+00 9.186466539182351898e-01 1.160809314663674950e-02 6.134668881272546770e+01 5.067533286437880813e-02
2.381962967148897992e+00 1.132412389069896053e+00 1.475990670671598060e-02 5.757248668054535301e+01 7.015344966210644573e-02
2.442112986622669180e+00 8.857032454963225110e-01 6.791388001682497656e-03 5.298044129258170898e+01 6.207019062637395002e-02
2.111972573197533176e+00 5.861742687454667422e-01 7.380049915871794708e-03 3.557214635204906017e+01 4.706158335385199343e-02
2.889152841868114052e+00 1.490355041873695052e+00 5.047462968870272161e-03 2.864899444635367942e+01 5.620379109259222850e-02
2.642140075504249896e+00 1.469846923789156934e+00 6.438344866107893229e-03 6.180722237195895730e+01 6.304176118812164498e-02
2.289835807634208020e+00 7.182537903462955509e-01 9.976699023942880995e-03 5.323644701195127737e+01 5.672530386538571223e-02
2.530679323898718192e+00 1.452801474956479932e+00 5.264328358140327700e-03 2.588434420256314894e+01 3.372668004992138147e-02
1.323955094810338018e+00 9.273541154194069325e-01 1.176254097673901967e-02 5.786158488303576064e+01 6.648486640021265826e-02
2.767271234876039987e+00 1.189444690828941997e+00 1.224662289915796030e-02 4.855798530326625695e+01 5.632490896498303784e-02
1.886208528940745088e+00 1.402993683798267055e+00 9.137967698296420999e-03 3.010204710945144058e+01 5.366195188546467321e-02
1.535304735083333094e+00 6.099844071062230366e-01 1.362891686149369022e-02 3.855432755402223677e+01 5.803924567130287759e-02
1.486321479031393000e+00 1.373387220543426990e+00 1.196202632987782011e-02 2.704659532362198959e+01 4.348000215073097308e-02
2.777769674379335196e+00 1.226682937054625055e+00 1.471012838355655918e-02 4.584577606067765743e+01 5.173344258843415311e-02
1.376848058032307920e+00 1.484270778006562042e+00 5.070611083595773574e-03 2.671093210763381975e+01 4.245540040241650714e-02
1.625358272529866088e+00 8.192560879012720232e-01 5.894736430780038623e-03 6.045621157754340658e+01 2.925104794591279131e-02
2.812181965460602839e+00 6.273611905446034864e-01 1.333066550559981051e-02 3.986666683009566015e+01 5.144747104218622136e-02
2.466545518653656011e+00 8.506368040758085503e-01 1.487236798640474006e-02 4.661082215926415273e+01 5.658632481534429243e-02
2.596025188116117821e+00 1.333111874030640021e+00 1.470940690320864976e-02 4.465498482187403084e+01 6.188953798169875148e-02
1.954084423758251088e+00 9.302105221843122163e-01 1.208287303968869943e-02 4.373387615830014141e+01 5.700614069105688214e-02
1.160760055584115991e+00 1.179140396417359904e+00 6.681444272076467183e-03 3.958320551714803770e+01 3.268348304568177709e-02
2.828206380745044157e+00 5.186412349744446981e-01 1.155778893534000970e-02 3.285612494607907053e+01 6.128806976326905270e-02
2.620802684265871818e+00 8.269471723825916332e-01 5.760959202134466675e-03 4.913169440611731886e+01 3.293161747473820344e-02
2.847242654928439975e+00 9.969122840850983547e-01 1.322352440790226964e-02 5.996349854372351729e+01 2.960330612270827000e-02
2.502250048717688191e+00 1.406408036912963011e+00 1.482303740155782937e-02 5.240894495282044119e+01 5.689949383658691323e-02
1.965145823807914027e+00 1.336929127489294933e+00 6.029731459081041391e-03 5.456246058123088716e+01 2.989326338293830931e-02
1.304018496403640981e+00 1.246803841119185075e+00 1.101959804041532064e-02 4.197256813961882216e+01 5.211022568427541718e-02
1.281700543550917004e+00 1.352234449927069093e+00 8.345535763365575024e-03 4.289228773237292813e+01 5.531128537793671834e-02
1.292428102836773007e+00 1.214040374851887094e+00 6.478210357172397432e-03 3.868298768111287700e+01 7.383050905567353772e-02
1.470689943954528012e+00 5.288916366117668577e-01 7.283519408462202881e-03 2.817113969818122854e+01 7.075063437869386074e-02
2.551140100736230210e+00 6.056061665341514466e-01 6.034726478129706639e-03 4.452102246790995821e+01 6.320559596756723797e-02
2.852785349836220785e+00 8.848607288782963654e-01 1.140549244237436081e-02 4.431342276235560718e+01 4.372252517449703307e-02
2.610415605132256012e+00 7.398528790098246599e-01 1.319098788964439932e-02 4.837944944255725233e+01 2.766764498562008026e-02
1.849939518959063944e+00 5.366317559488600342e-01 9.662771920381596144e-03 4.926149348712286979e+01 2.868748481369797973e-02
1.809786084755629965e+00 7.933827962197625983e-01 1.093437239981043078e-02 4.917745737228629110e+01 5.232385107695614740e-02
2.455616166262116096e+00 5.828919181365999069e-01 6.867367476356574935e-03 2.517703365370428870e+01 6.678338422079589665e-02
