6.841561959770137147e-02 9.175956653914073557e-01
1.506362458855287911e-01 1.783958159680659961e+00
5.369074746976484902e-02 1.687902424155802050e+00
1.569129411675851959e-01 1.526332853182041926e+00
1.572441695510995996e-01 9.253787987916340940e-01
8.193083198283450386e-02 1.387432903126690986e+00
1.326877915473234915e-01 1.261012137794010002e+00
6.623719473515723988e-02 1.897499190685423942e+00
1.708567338040342942e-01 3.292808382499727848e-01
1.934871918825472881e-01 2.097513256340343801e+00
1.254107982937288090e-01 1.826240369522232898e+00
5.664763902644293081e-02 2.463523195924862019e+00
1.828179051798143884e-01 2.161206260290528203e+00
5.888054915549088136e-02 1.018351705509910943e+00
9.765641497603302912e-02 1.567104633949335080e+00
1.010829322677111036e-01 4.312150360253870218e-01
7.773327983697708721e-02 6.789647860813013969e-01
8.820563490058258571e-02 6.332124790340361020e-01
1.457835433012668880e-01 2.080271869711228128e+00
1.318803484981385110e-01 1.365118533446864069e+00
4.234147608440377852e-02 2.451978373378216780e+00
4.128926413963752290e-02 1.391286341107816904e+00
1.392627072341368066e-01 1.380841415438144981e+00
1.706849236041551865e-01 1.533408510689360904e+00
9.547305391386541606e-02 4.104803490722240267e-01
1.118363672864112063e-01 5.345358529074575316e-01
4.010396669998268770e-02 1.568144386551991065e+00
6.212653624913504202e-02 1.491264570561281033e+00
1.034582959022282006e-01 1.935970338496852960e+00
4.618146021479849206e-02 2.212741489428327046e+00
1.098965102934307964e-01 1.649485068553651956e+00
7.744790357608277720e-02 1.524317410180151100e+00
1.181315406692059061e-01 8.680951152171429985e-01
1.184045988754181961e-01 2.128050449137917965e+00
8.617233550840912304e-02 2.442627666965197175e+00
8.955719376510193341e-02 1.189573146544337989e+00
1.737692123563576996e-01 1.773959530006067098e+00
5.298520002041980093e-02 9.291267852858560161e-01
4.494983047215794780e-02 1.808171601132753992e+00
1.651679257231148945e-01 1.003850025678286961e+00
1.478110025822279017e-01 2.105243179365627881e+00
7.764737647377605023e-02 2.399690916729673162e+00
1.719566681433566946e-01 1.602501339305498984e+00
1.793183232623412060e-01 7.799558543889444362e-01
8.831576619240624759e-02 7.359079616726303952e-01
6.135912011801328281e-02 1.973974849864128078e+00
4.737776668185628148e-02 1.386421113574487940e+00
1.837426628789227967e-01 1.933913657972212929e+00
8.969246746096350142e-02 1.545310040753719028e+00
1.450870103820371959e-01 3.723535567257256762e-01
7.207907633398688563e-02 9.668278907896108443e-01
8.826366078812956928e-02 2.266959634481584995e+00
1.555519189804510927e-01 1.184825853717504041e+00
4.687038805038758194e-02 1.431734835453650101e+00
9.814651159208399867e-02 6.993542679095540171e-01
1.106278050164495041e-01 2.336796369313420829e+00
1.743348702565948871e-01 1.768550949270655037e+00
1.682349452399974910e-01 2.238008250794638165e+00
1.635229201010373890e-01 4.121472464093546839e-01
6.794634916816461034e-02 8.734606610035653418e-01
1.250887073617031053e-01 6.768686104540285742e-01
1.944709474165791097e-01 2.024342920307370175e+00
1.236432379599038955e-01 2.239900245887762154e+00
7.777820911654008407e-02 1.969324344645956071e+00
1.815254215791380077e-01 1.926097862131654903e+00
5.827769819431990322e-02 1.841712574867649055e+00
1.328843546499338113e-01 1.330290275587548976e+00
1.140201934832023034e-01 2.070942338223138890e+00
1.944086940516522866e-01 1.886364546492977023e+00
4.166011514011362660e-02 1.505990189722389960e+00
1.433040968094906886e-01 1.497919660196989966e+00
9.026613449148077062e-02 3.058461733397179749e-01
4.856141061679634247e-02 1.968134746659002010e+00
1.864016200232032905e-01 5.818844708894880258e-01
1.174985999622403937e-01 1.604337968748432042e+00
1.943544755865445062e-01 2.302427303621873200e+00
1.197008719594788023e-01 6.423323927817411461e-01
7.560386370268834533e-02 9.336135550101192226e-01
6.253130674745610573e-02 1.322802446075967975e+00
1.920744170618536861e-01 1.370341865196049058e+00
8.843713422829542481e-02 1.156147124664965942e+00
1.052841659207055941e-01 9.942561691682274549e-01
1.470587621706903048e-01 2.488215716649580855e+00
1.248678591806999943e-01 1.321147046696873106e+00
1.854224359940268019e-01 5.522343874945419007e-01
6.049372214811062076e-02 1.197406396996717026e+00
4.360354523022824669e-02 1.973256772726128094e+00
1.421461604641124088e-01 1.708359014438127099e+00
1.792472753291602106e-01 7.979928959257788224e-01
1.181435351163195036e-01 2.116246640560540904e+00
1.289219233356972139e-01 1.582353724413555041e+00
1.159155866433924931e-01 1.799439123631163984e+00
1.457150047230413026e-01 9.570088052196124018e-01
1.565116247180909914e-01 7.050994963447086983e-01
1.646523444356969013e-01 2.212228367276058094e+00
1.571380099698105048e-01 3.428418515332716243e-01
1.215624033346570931e-01 1.173290707373944919e+00
1.485283604089829013e-01 6.471720063792442135e-01
1.889851434284695875e-01 4.092234059875937136e-01
7.381942179277151128e-02 5.666832054644294070e-01
